Date,Close,High,Low,Open,Volume,MA_20,Daily_Return_%,Volatility_20
2025-09-03,218702.65625,222661.07536764705,217713.05147058825,222166.27297794117,711207,,,
2025-09-04,224640.28125,227114.29315803963,219197.45505231275,219197.45505231275,971838,,2.714930445660735,
2025-09-05,226619.5,228103.9072052402,223155.88318777294,225135.09279475984,941824,,0.8810613746504936,
2025-09-08,225629.890625,227114.29780016447,223650.68105811402,226124.6930167215,716688,,-0.43668323996831626,
2025-09-09,228598.703125,230577.9126758658,223650.6792478355,226124.69118641777,929473,,1.3157886536115937,
2025-09-10,231072.71875,232062.32354122057,228103.90437633832,229588.31156316918,915806,,1.0822526948664146,
2025-09-11,230577.90625,233546.72049356223,229093.4991282189,232062.3133717811,808213,,-0.21413713513075416,
2025-09-12,233546.71875,236515.5329713983,230083.10215836865,232062.31163930084,1191699,,1.287552891898125,
2025-09-15,231567.515625,233546.7251602564,229093.5037059295,233546.7251602564,710904,,-0.8474549056365244,
2025-09-16,232557.125,238494.75372340425,232062.32260638298,237010.3465425532,923864,,0.42735241699556337,
2025-09-17,231072.71875,232557.12593683085,227114.29958511778,231072.71875,2083776,,-0.6382974720727241,
2025-09-18,234288.921875,236020.73016763464,231072.70647439282,232557.11358236536,1004507,,1.3918575686468815,
2025-09-22,229588.3125,232557.12688577586,226619.49811422414,231567.52209051725,1004689,,-2.0063301915350107,
2025-09-23,228598.703125,233051.92461444807,227609.09834956712,229588.3079004329,735957,,-0.4310364775210407,
2025-09-24,225629.890625,231072.7169339364,222166.27388294955,228598.70497532893,982181,,-1.2987004997909501,
2025-09-25,251359.609375,254328.4236589567,223155.8736774114,224145.47843873032,8314576,,11.403506281338927,
2025-09-26,253833.625,259276.45126705655,247401.19395711503,248885.6011208577,4597910,,0.9842534491327326,
2025-09-29,271646.5,275604.91894353373,263234.8597449909,265708.8715846995,3486022,,7.017539539925011,
2025-09-30,265708.875,276594.52723463683,262740.0607541899,276099.7248603352,2764865,,-2.185791092467604,
2025-10-01,251854.421875,265708.88909012766,250370.01467337916,264224.48188850685,3385774,236354.7296875,-5.214147673840397,
2025-10-02,250370.0,255318.023715415,247895.98814229248,252844.01185770752,2205648,237938.096875,-0.5893967888071283,3.4330573330754586
