Date,Close,High,Low,Open,Volume,MA_20,Daily_Return_%,Volatility_20
2025-09-03,268274.75,271255.5805555555,266784.33472222224,267777.9449074074,94431,,,
2025-09-04,276223.625,277714.0402428057,271255.57419064746,272249.184352518,152241,,2.9629605469765563,
2025-09-05,272746.0,276720.4408014572,270758.7795992714,276223.635701275,136324,,-1.2589889803958698,
2025-09-08,273739.625,275230.04038112523,269268.3788566243,269268.3788566243,98768,,0.36430415111494696,
2025-09-09,291127.78125,294108.611774744,273739.6031889932,278707.65406356653,510456,,6.352078640423353,
2025-09-10,285166.125,290630.98105400696,283675.7097125435,288643.7606707317,224616,,-2.0477799213811765,
2025-09-11,288146.96875,288146.96875,283675.72268318967,286656.55339439656,230401,,1.0453007873919118,
2025-09-12,288146.96875,291127.7994612069,286159.7482758621,291127.7994612069,187098,,0.0,
2025-09-15,291624.59375,299573.47535136284,286656.5427491482,286656.5427491482,292193,,1.2068927933152063,
2025-09-16,286159.75,298579.87803819444,284669.3346354167,293115.0217013889,320132,,-1.8739310288366284,
2025-09-17,290134.1875,292618.21307791094,285662.94145976024,287650.16192208906,142980,,1.3888876755029367,
2025-09-18,298083.0625,304541.5288541667,287650.1553125,291624.5961458333,301884,,2.7397236666568237,
2025-09-22,293115.0,300070.2711864407,291127.77966101695,291624.58474576275,159506,,-1.666670510673518,
2025-09-23,296592.65625,298579.8767273869,291127.79993718595,293115.02041457285,157221,,1.1864477252955252,
2025-09-24,284172.53125,298579.8798623252,283675.72612543707,298083.0747377622,238319,,-4.187603684135388,
2025-09-25,290631.0,290631.0,284172.5333333333,285166.1435897436,205795,,2.2727280225118607,
2025-09-26,280694.875,289140.5615044248,278707.6546460177,287650.14623893803,227238,,-3.418811138522737,
2025-09-29,278210.84375,283675.69960937503,273739.59804687503,283178.89453125,186592,,-0.8849578211928555,
2025-09-30,276223.625,282682.09105215827,275726.81991906476,276720.43008093524,165726,,-0.7142851526613092,
2025-10-01,279701.28125,281191.69660301955,273242.8147202487,277217.2556616341,141779,284445.7625,1.259000293693191,
2025-10-02,275726.84375,286159.7513513513,275726.84375,284172.53085585585,301239,284818.3671875,-1.420957917045651,2.443701115973242
2025-10-10,277217.25,285662.936827957,275726.83467741933,280198.0806451613,288939,284868.0484375,0.5405372323310509,2.3562002961696153
2025-10-13,280198.0625,280198.0625,269765.1559175532,276223.6218971631,245693,285240.6515625,1.075262271738131,2.3460465631419685
2025-10-14,294605.4375,297586.26823355816,278210.86846543005,278210.86846543005,479724,286283.9421875,5.141853898436577,2.5975992015319704
2025-10-15,292121.40625,293611.82158801024,289140.5755739796,293115.0164753402,172127,286333.6234375,-0.8431722343889225,2.197223658611357
2025-10-16,310006.375,310006.375,292618.1969150641,292618.1969150641,557451,287575.6359375,6.122443739947592,2.5238751282041716
2025-10-17,336833.84375,347763.55549410026,306528.73391408555,307522.3440726401,1150682,290009.9796875,8.65384421530042,3.121293348827415
2025-10-20,345279.53125,347763.5566546763,331368.9889838129,335343.429631295,449112,292866.6078125,2.5073749733617756,3.136567184352192
