Date,Close,High,Low,Open,Volume,MA_20,Daily_Return_%,Volatility_20
2025-09-03,261728.453125,264719.63544642855,256992.41444940478,258737.27080357145,2437896,,,
2025-09-04,264719.65625,270203.4909369115,263722.59539783426,266215.2475282486,2189959,,1.1428650913897442,
2025-09-05,272696.125,274191.71617915906,271200.53382084094,272197.594606947,3103427,,3.013175849120575,
2025-09-08,276185.84375,278179.9653655235,273194.6613267148,277681.4349616426,2018299,,1.2797096951780995,
2025-09-09,287153.5,287652.03038194444,276185.8315972222,277182.8923611111,4158342,,3.971114558618649,
2025-09-10,303106.5,304103.56085526315,292138.8305921053,293634.421875,5265553,,5.5555652290499635,
2025-09-11,306097.6875,314074.174470684,304602.0961929968,309088.8701140065,5148088,,0.9868437331433055,
2025-09-12,327534.5,328531.5608828006,318062.4216133942,321053.60426179605,4242516,,7.003258559410064,
2025-09-15,330027.125,340496.2634063444,324044.7601963746,338502.14180513594,4221256,,0.7610267010040195,
2025-09-16,346977.15625,352959.521012931,330525.6531519397,330525.6531519397,5841135,,5.135950946456291,
2025-09-17,332519.78125,341493.32857008994,332519.78125,339997.7373500749,4498866,,-4.166664790342378,
2025-09-18,354455.15625,355950.7476265823,335510.99881329114,337505.12064873416,4526286,,6.596712808345151,
2025-09-22,349968.375,357944.8621794872,344235.27483974356,347974.2532051282,4377563,,-1.2658247935982692,
2025-09-23,359939.0,361933.12188365654,351962.51246537396,354455.1648199446,3315336,,2.8490074281711797,
2025-09-24,356449.28125,362930.1772727273,347475.73291083914,357944.87263986014,4165199,,-0.969530601018509,
2025-09-25,355452.21875,357944.8710553997,348472.7922948808,350965.44460028055,2148215,,-0.2797207211369557,
2025-09-26,335511.0,347974.2615156018,332021.2867756315,346478.6701337296,3685324,,-5.610098263031304,
2025-09-29,347974.21875,349968.3403474212,338003.610762894,338502.14116224926,2275986,,3.714697506192044,
2025-09-30,346478.65625,355452.20418165467,346478.65625,351962.4910971223,2238614,,-0.42979117975244785,
2025-10-01,358941.875,360935.99652777775,349968.328125,349968.328125,2802437,323695.80546875,3.597110103373069,
2025-10-02,394337.53125,403311.07810524653,382871.33249051834,387358.10591814155,7430763,330326.259375,9.861110869273748,3.780303505140688
2025-10-10,426742.0625,437958.9975540304,415275.8622225467,424747.94071261684,6835852,338427.3796875,8.217460597088433,4.006572148677971
2025-10-13,413780.25,414278.78042168677,401815.5198795181,404308.1719879518,4356534,345481.5859375,-3.037388070926339,4.189337356858568
2025-10-14,410290.53125,435217.05198207777,405305.22710358445,423750.852445322,4101275,352186.8203125,-0.8433748952493492,4.240168258155246
2025-10-15,421258.1875,422753.77869822487,405803.7451183432,409293.4579142012,2688019,358892.0546875,2.673143885769358,4.2196217104443745
2025-10-16,451170.03125,453662.6833563536,419264.08428867406,419762.61470994476,4247934,366295.23125,7.100596412740345,4.301160343626355
2025-10-17,464131.78125,473603.85841836734,448178.80917696026,450172.9306860902,4541583,374196.9359375,2.8729190997213383,4.296264852188
2025-10-20,484073.03125,484073.03125,464131.8147206488,476096.5446382595,3333903,382023.8625,4.296462945565627,4.1776226066583435
2025-10-21,477592.15625,500524.556236952,476595.0953810021,495539.2518919624,4126858,389402.1140625,-1.3388217441621886,4.237773576588443
2025-10-22,480084.78125,480583.31165628246,467621.5210929387,473603.8859683281,3870276,396057.4953125,0.5219149785816946,4.180332609271384
2025-10-23,477093.625,487064.2336729362,466624.4858934169,468618.60762800416,3583993,403286.1875,-0.6230475046952955,3.988482260475377
2025-10-24,508501.03125,511492.2137867647,490055.4056066176,491550.996875,4254202,410988.48125,6.583069780066753,3.9876369110466676
2025-10-27,533427.625,535421.7469626168,521462.89322429907,531433.5030373832,3381231,420161.44375,4.90197506359531,3.9688188916777616
2025-10-28,519468.65625,525451.0208133397,507503.9271233205,519468.65625,5659008,428137.9265625,-2.616843990785067,4.107742874351081
